Rpt Dist No,total_crime,shannon_index,normalized_shannon
0421,783,1.5735534374003717,0.7567192469037661
0422,714,1.6388244627322694,0.788107975090455
0423,576,1.5634294196013365,0.7518506234795862
0424,742,1.6250013769010767,0.781460475964307
0426,427,1.6132857267082072,0.7758264391529595
0427,597,1.6851065188363918,0.8103649393649758
0428,277,1.6715371265784236,0.8038394410588264
0429,573,1.6491380518368433,0.7930677630421
0437,647,1.6492135780728894,0.7931040834841669
0438,729,1.6512395566798066,0.7940783732472159
0439,677,1.560848858796628,0.7506096360543645
0441,87,1.5510798365838467,0.7459117294207932
0442,235,1.5417703960708127,0.7414348348669249
0443,669,1.6268392293446783,0.7823442961663969
0445,235,1.5325002068221183,0.7369768161811937
0448,757,1.6670643427591365,0.8016884867138085
0449,627,1.7158495692118696,0.8251492214711429
0451,372,1.5366979865344534,0.7389955215057704
0452,131,1.4804172886677764,0.7119302269357621
0453,711,1.588318089735825,0.7638195438053688
0454,220,1.652739021957644,0.7947994636206563
0455,868,1.6243312985636313,0.7811382363994938
0456,412,1.6616884756163115,0.7991032410913314
0457,706,1.6984652260955486,0.8167891196034668
0459,562,1.7004788074914678,0.8177574475682398
0461,422,1.5843958278738965,0.7619333345596114
0462,252,1.5395773465139257,0.7403802009602101
0463,557,1.6704774858522318,0.8033298615852261
0464,971,1.6381778333811994,0.7877970121044278
0465,265,1.6262599279433396,0.7820657110800997
0466,777,1.635731601184851,0.7866206230849162
0467,938,1.6619220986065173,0.7992155900011338
0468,396,1.5492046334336804,0.7450099473256584
0469,586,1.42782051293228,0.6866365244289789
0471,576,1.4238728794345352,0.6847381140054977
0473,976,1.5765233117711268,0.75814745457935
0477,770,1.603811203920401,0.7712701568060403
0478,1073,1.6121034609679699,0.7752578895128083
0479,671,1.6844665997254369,0.8100572033223276
0483,16,1.574679441748109,0.7572607405332661
0487,219,1.6721585750781733,0.8041382946150788
0488,306,1.6083824366060973,0.7734684550481747
0489,562,1.6486912807240404,0.7928529115524824
0491,584,1.2902324967825822,0.6204706749006723
0497,1871,1.5211201360023674,0.7315041589356537
0499,816,1.5092211241988915,0.7257819438288691
0500,2,0.6931471805599453,0.33333333333333337
0501,897,1.4294763114059612,0.687432795177876
0502,68,1.4333692056934302,0.6893048816056215
0503,886,1.6366496929260237,0.7870621318856065
0504,1499,1.5727333279406137,0.7563248576202398
0505,333,1.3868718941431375,0.6669444013428627
0506,772,1.6326400510370047,0.7851339017292637
0507,992,1.6196437595411732,0.7788840066322692
0508,283,1.5666314307551916,0.7533904653504322
0509,627,1.6363790117649244,0.7869319617626798
0511,635,1.6831993258648532,0.8094477734176234
0512,147,1.6185773259176195,0.7783711604655564
0513,1090,1.6061569216816762,0.7723982085998792
0514,1202,1.6337108552598631,0.7856488497099573
0515,796,1.6774778177773308,0.8066963096361985
0516,588,1.6706105798455764,0.8033938662666162
0517,685,1.6813134985464089,0.8085408821775258
0518,679,1.498731825338402,0.720737657346059
0519,613,1.6933999651083713,0.8143532439677971
